Country,Year,Age_Childbirth,Births_outmarr,Gendergap_full,Young_unemployed,Youngadult_unemployed,Infant_mortality_rate,Father_paid_paternity_wks,Fertility_rate_young,Marriage_rate,Mother_paid_paternity_wks,Neonatal_mortality_rate,Gender_gap,Divorce_rate,Fertility_rate,Population
PRT,2014,30.7,49.3,13.5,6.1,23.9,2.9,21.3,9.09,3,30.1,2.1,5.9,2.1,1.23,10.4010615
ITA,1990,28.9,6.5,NA,NA,NA,8.1,0,8.67,5.6,47.7,6.3,33,0.5,1.36,56.719239
ITA,1992,29.3,6.7,NA,NA,NA,7.8,0,7.61,5.5,47.7,5.9,31.8,0.5,1.32,56.797078
ITA,1996,29.9,8.3,37.6,NA,NA,6,0,6.69,4.9,47.7,4.6,30.9,0.6,1.22,56.860279
ITA,1997,30.3,8.7,36.7,NA,NA,5.5,0,5.52,4.9,47.7,4.2,30.4,0.6,1.23,56.890371
ITA,1999,30.3,8.7,36.7,14.8,29.9,4.9,0,6.91,4.9,47.7,3.7,29.3,0.6,1.23,56.916316
ITA,2001,30.5,10.3,35.9,12.6,26.1,4.4,0,6.89,4.6,47.7,3.4,27.6,0.7,1.25,56.976976
ITA,2003,30.8,12.7,34.9,NA,NA,3.8,0,6.85,4.6,47.7,2.8,27,0.8,1.29,57.399187
ITA,2005,30.9,15.4,33.8,11.2,24.1,3.3,0,6.96,4.3,47.7,2.7,24.3,0.8,1.33,58.166684
ITA,2007,31,17.9,33.9,10.2,22.6,3.1,0,6.78,4.3,47.7,2.4,24,0.9,1.39,58.756247
ITA,2009,31.2,20.1,30.6,11.2,24.8,3.2,0,6.92,3.9,47.7,2.5,22.1,0.9,1.44,59.555456
ITA,2011,31.4,23.7,29.8,11.4,28.4,2.9,0,6.45,3.4,47.7,2,20.8,0.9,1.42,60.026844
ITA,2013,31.5,26.9,26.1,11,33.7,2.9,0.2,5.86,3.2,47.7,2,18.2,0.9,1.39,60.311616
LTU,2005,27.5,28,11.4,2.4,15.9,7.1,NA,19.67,6,NA,4.2,6.8,3.3,1.29,3.322525
LTU,2006,27.6,28.8,9.7,NA,NA,7.2,NA,20.43,6.5,NA,4.1,5.4,3.4,1.33,3.269903
LTU,2007,27.8,27.8,9.6,NA,NA,6.3,NA,19.41,7.1,NA,3.6,6.2,3.5,1.36,3.231297
LTU,2008,28.1,26.6,7.9,NA,NA,5.5,NA,19.25,7.5,NA,3.1,5.4,3.2,1.45,3.198234
LTU,2009,28.5,25.4,-1.2,NA,NA,5.6,NA,16.14,6.5,NA,3.3,-1.1,2.9,1.5,3.162911
LTU,2010,28.9,25.7,-2.4,4,24,5,NA,13.24,6,NA,2.7,-2,3.2,1.5,3.097292
LTU,2011,28.9,27.7,3,NA,NA,4.8,NA,14.05,6.3,NA,3,-0.1,3.4,1.55,3.028119
LTU,2012,29,28.8,3.9,NA,NA,3.9,NA,14.52,6.9,NA,2.4,0.4,3.5,1.6,2.987773
LTU,2013,29.2,29.5,5,NA,NA,3.7,NA,14.21,6.9,NA,2.1,1.9,3.4,1.59,2.957689
LTU,2014,29.4,29,5.6,2.7,16.4,3.9,4,13.57,7.6,62,2.5,1.6,3.3,1.63,2.932366
LTU,2015,29.5,27.7,5.6,3.9,16.5,4.2,4,14.06,7.6,62,2.4,1.5,3.2,1.7,2.904908
LTU,2016,29.7,27.4,5.6,2.1,14.9,4.5,4,13.27,7.4,62,2.5,1.2,3.1,1.69,2.868234
LTU,2017,29.8,26.7,4.3,2.3,16.1,3,4,12.16,7.5,62,1.7,0.4,3,1.63,2.828398
LTU,2018,30.1,26.4,5.8,2.6,14.6,3.4,4,11.19,7,62,2.2,1.7,3.1,1.63,2.801541
DEU,2006,29.7,30,27.9,4.2,16.7,3.8,0,10.1,4.5,58,2.6,11.4,2.3,1.33,82.376447
DEU,2007,29.9,30.8,28.4,4.2,15.2,3.9,8.7,9.91,4.5,58,2.7,11.5,2.3,1.37,82.266373
DEU,2008,30.1,32.1,28.4,3.7,14,3.5,8.7,9.75,4.6,58,2.4,11.6,2.3,1.38,82.110097
DEU,2009,30.2,32.7,27,3.8,13.7,3.5,8.7,9.08,4.6,58,2.3,10.3,2.3,1.36,81.902308
DEU,2010,30.4,33.3,26.7,3.7,13.7,3.4,8.7,8.94,4.7,58,2.3,10,2.3,1.39,81.776936
DEU,2011,30.5,33.9,27.4,3.5,12.6,3.6,8.7,8.33,4.6,58,2.4,9.8,2.3,1.39,80.274981
DEU,2012,30.6,34.5,26.3,3,11.2,3.3,8.7,8.04,4.8,58,2.2,9.8,2.2,1.41,80.425826
DEU,2013,30.8,34.8,25.6,2.8,10.3,3.3,8.7,7.76,4.6,58,2.2,9,2.1,1.42,80.645605
DEU,2014,30.9,35,24.9,2.9,10.1,3.2,8.7,7.79,4.8,58,2.2,8.6,2.1,1.47,80.982495
DEU,2015,30.9,35,23.8,2.5,9.3,3.3,8.7,7.84,4.9,58,2.3,8.1,2,1.5,81.686608
DEU,2016,30.9,35.5,23.8,3.4,10.8,3.4,8.7,9.22,5,58,2.4,7.6,2,1.59,82.348669
DEU,2017,31,34.7,22.9,3.6,10.1,3.3,8.7,8.04,4.9,58,2.3,7.4,1.9,1.57,82.657
DEU,2018,31.1,33.9,23,3.4,10.4,3.2,8.7,7.42,5.4,58,2.3,7.6,1.8,1.57,82.905788
DEU,2019,31.2,33.3,23,2.8,8.8,NA,8.7,6.92,5,58,NA,7.7,1.8,1.54,83.092958
NLD,2001,30.3,27.2,36.6,2.8,6.7,5.4,0,7.76,5,16,3.9,18.2,2.3,1.71,16.046182
NLD,2002,30.4,29.1,35,3.2,6.3,5,0.4,7.59,5.2,16,NA,16.9,2.1,1.73,16.148921
NLD,2003,30.4,30.7,32.3,2.9,8.5,4.8,0.4,7.06,4.9,16,3.6,16.4,1.9,1.75,16.225303
NLD,2004,30.5,32.5,32.9,2.6,8.9,4.4,0.4,6.29,4.4,16,3.4,15.6,1.9,1.73,16.281777
NLD,2005,30.6,34.9,33.1,3.1,8.1,4.9,0.4,5.77,4.4,16,3.7,15,2,1.71,16.319871
NLD,2006,30.6,37.1,33.7,2.2,6,4.4,0.4,5.23,4.4,16,3.3,14.6,1.9,1.72,16.346096
NLD,2007,30.6,39.5,33.7,3.6,6.9,4.1,0.4,5.19,4.3,16,NA,14,2,1.72,16.381696
NLD,2008,30.7,41.2,33.3,2.1,5.6,3.8,0.4,5.18,4.5,16,2.8,13.5,2,1.77,16.44559
NLD,2009,30.7,43.3,30.7,3.6,7.9,3.8,26.4,5.32,4.4,42,NA,12.3,1.9,1.79,16.530387
NLD,2010,30.8,44.3,29.4,3.1,7.4,3.8,26.4,5.13,4.5,42,2.8,11.1,2,1.8,16.61539
NLD,2011,30.9,45.3,29.2,3.4,6.9,3.6,26.4,4.83,4.3,42,2.7,10.4,2,1.76,16.693074
NLD,2012,30.9,46.6,28.3,2.4,7.1,3.7,26.4,4.53,4.2,42,2.6,9.9,2.1,1.72,16.754963
NLD,2013,31,47.4,26,4.1,9.5,3.8,26.4,3.91,3.8,42,2.4,9.2,2,1.68,16.80443
NLD,2014,31.1,48.7,26.6,3.6,10.4,3.6,26.4,3.68,3.9,42,2.2,10,2.1,1.71,16.865008
GBR,1990,27.7,27.9,43.18,NA,NA,7.9,0,33.01,6.6,18,4.5,19.3,2.7,1.83,57.237493
GBR,1991,27.7,29.8,40.27,NA,NA,7.4,0,32.74,6.1,18,4.4,17.3,2.8,1.82,57.438658
GBR,1992,27.8,30.8,36.37,NA,NA,6.6,0,31.49,6.2,18,4.3,14.3,2.8,1.79,57.58453
GBR,1993,28,31.8,34.94,NA,NA,6.3,0,30.38,5.9,18,4.2,13,2.9,1.76,57.713889
GBR,1994,28.1,32,35.26,NA,NA,6.2,0,28.43,5.7,18,4.1,13.2,2.7,1.74,57.862145
GBR,1995,28.2,33.5,37.2,NA,NA,6.2,0,28.02,5.6,18,4.2,13.6,2.9,1.71,58.024799
GBR,1996,28.2,35.5,36.6,NA,NA,6.1,0,29.38,5.5,18,4.1,13,3,1.73,58.164374
GBR,1997,28.3,36.8,37.3,NA,NA,5.8,0,30.02,5.3,18,3.9,13.4,2.8,1.72,58.314249
GBR,1998,28.4,37.6,36.6,NA,NA,5.7,0,30.71,5.2,18,3.8,13.8,2.7,1.71,58.474943
GBR,1999,28.4,38.8,36,NA,NA,5.8,0,30.63,5.1,18,3.9,13.5,2.7,1.68,58.684427
GBR,2000,28.5,39.5,35.4,8,15.4,5.6,0,28.94,5.2,18,3.9,13.3,2.6,1.64,58.886065
GBR,2001,28.6,40.1,34.9,8.2,14.8,5.5,0,27.67,4.8,18,3.6,12.9,2.7,1.63,59.113016
GBR,2002,28.7,40.6,32.8,8.6,15.3,5.2,0,26.71,4.9,18,3.5,12.4,2.7,1.63,59.365677
GBR,2003,28.9,41.5,32.6,9.4,15.3,5.3,2,26.61,5.2,26,3.6,13,2.8,1.7,59.636662
GBR,2004,29,42.3,32.2,9,14.8,5,2,27,NA,26,3.4,12.9,2.8,1.75,59.950364
GBR,2005,29.1,42.9,31.5,9.3,16.8,5.1,2,26.68,NA,26,3.5,12.2,2.6,1.76,60.413276
GBR,2006,29.2,43.7,30.1,10.9,18.2,4.9,2,26.76,NA,26,3.5,12.1,2.4,1.82,60.827067
GBR,2007,29.3,44.4,30.3,10.7,18.1,4.7,2,26.08,4.5,39,3.3,12.2,2.3,1.86,61.319075
GBR,2008,29.3,45.4,29.2,9.8,18.3,4.6,2,25.98,4.4,39,3.2,11.7,2.2,1.91,61.823772
GBR,2009,29.4,46.3,25.8,9.6,19.1,4.5,2,25.01,4.3,39,3.2,10.2,2,1.89,62.260486
GBR,2010,29.5,46.9,26,10,19.3,4.2,2,23.69,4.4,39,3,10.2,2.1,1.92,62.759456
GBR,2011,29.7,47.3,26.3,9.5,19.1,4.2,2,21.39,4.4,39,3,10.2,2.1,1.91,63.285145
GBR,2012,29.8,47.6,26.9,9.6,20.2,4,2,20.17,4.7,39,2.9,10.2,2.1,1.92,63.70503
GBR,2013,30,47.5,27,9.1,19.1,3.9,2,17.67,4.2,39,2.7,10,2,1.83,64.105654
GBR,2014,30.2,47.6,27.3,8.4,17,3.9,2,15.9,4.4,39,2.7,9.8,1.9,1.81,64.596752
GBR,2015,30.3,47.9,27.2,8.7,15.6,3.9,2,14.58,4.2,39,2.7,10,1.7,1.8,65.110034
GBR,2016,30.4,47.7,26.2,8.4,15,3.8,2,14.04,4.3,39,2.8,9.9,1.8,1.79,65.648054
GBR,2017,30.5,48.2,26.2,8.8,12.9,3.9,2,12.99,4.1,39,2.8,9.3,1.7,1.74,66.040229
GBR,2018,30.6,48.4,25.2,8.9,14.2,3.9,2,12.16,4,39,2.8,9.1,1.5,1.68,66.43555
GBR,2019,30.7,48.5,24.7,8.6,13.6,NA,2,11.3,3.7,39,NA,8.1,1.8,1.63,66.796807
GBR,2020,30.7,49,21.3,9.2,14.2,NA,2,10.05,NA,39,NA,6.8,1.7,1.56,67.081234
HUN,2005,28.4,35,15.2,6.4,18.9,6.2,1,19.96,4.4,160,4.1,12.1,2.5,1.32,10.087064
HUN,2010,29.3,40.8,12.1,4.6,21.5,5.3,1,17.92,3.6,160,3.5,9.7,2.4,1.26,10.00002
HUN,2011,29.4,42.3,12,4.8,22.4,4.9,1,17.95,3.6,160,3.1,10.4,2.3,1.24,9.958824
HUN,2012,29.4,44.5,13.2,4.8,22.5,4.9,1,19.22,3.6,160,3.3,9.7,2.2,1.34,9.920364
HUN,2013,29.5,45.6,14.2,6,26.1,5,1,21.07,3.7,160,3,11.1,2,1.34,9.893083
HUN,2014,29.5,47.3,17.8,6.8,20.6,4.5,1,23.06,3.9,160,2.9,11.9,2,1.41,9.866466
HUN,2015,29.6,47.9,16.8,6.1,18.4,4.2,1,22.77,4.7,160,2.6,12.5,2.1,1.44,9.843025
HUN,2016,29.6,46.7,17.3,5.1,17.5,3.9,1,24.85,5.3,160,2.5,12.8,2,1.49,9.814026
HUN,2017,29.8,44.7,17.2,5.4,16.1,3.5,1,22.97,5.2,160,2.2,13.9,1.9,1.49,9.787969
HUN,2018,29.8,43.9,17,6.8,15.4,3.3,1,22.04,5.2,160,2.1,14,1.7,1.49,9.775566
HUN,2019,29.9,38.7,17.1,6,15.5,NA,1,21.09,6.7,160,NA,14.3,1.8,1.49,9.771142
HUN,2020,29.9,30.4,15.6,6.7,15.6,NA,1,21.38,6.9,160,NA,14.7,1.5,1.52,9.750153
GRC,2001,29.3,4.3,38,7.2,23.8,5.1,0.4,11.13,5.3,17,3.6,29.7,1,1.25,10.862129
GRC,2002,29.4,4.4,38.8,7.7,23.6,5.1,0.4,10.72,5.3,17,3.5,28.9,1,1.28,10.902022
GRC,1999,29,3.9,40,9.4,27.5,6.2,0,10.94,5.6,16,4.4,30.2,0.9,1.23,10.761698
GRC,2000,29.6,4,39.5,9.3,25.9,5.9,0.4,8.85,4.5,17,4.2,29.8,1,1.25,10.805806
PRT,2015,30.9,50.7,11.7,5.5,20.9,2.9,21.3,8.27,3.1,30.1,2,5.7,2.3,1.3,10.358076
PRT,2016,31.1,52.8,12.2,4.8,20.8,3.2,22.3,7.91,3.1,30.1,2.3,5.8,2.2,1.36,10.3254515
PRT,2017,31.2,54.9,14.3,4.3,17.1,2.7,22.3,7.82,3.3,30.1,1.8,6.3,2.1,1.37,10.3003
PRT,2018,31.4,55.9,14,4,16.8,3.3,22.3,7.35,3.4,30.1,2.2,5.9,2,1.41,10.283822
PRT,2019,31.4,56.8,13.2,3.9,15.3,NA,22.3,7.63,3.2,30.1,NA,6.1,2,1.42,10.286263
PRT,2020,31.6,57.9,9.6,3.4,15.5,NA,22.3,6.53,1.8,30.1,NA,5,1.7,1.4,10.2970805
POL,1997,27.1,11,NA,5.3,25.3,10.2,0,19.48,5.3,16,7.4,14.3,1.1,1.47,38.292
POL,1998,27.2,11.6,21.1,4.8,23.9,9.5,0,18.67,5.4,16,6.9,14.1,1.2,1.41,38.2835
POL,1999,27.3,11.7,16.9,4.6,27.2,8.9,0,17.46,5.7,16,6.3,12,1.1,1.37,38.27
POL,2000,27.3,12.1,16.7,4.5,30.8,8.1,0,16.96,5.5,20,5.6,12.3,1.1,1.37,38.2584775
POL,2001,27.6,13.1,17.4,5.8,27.1,7.7,0,15.82,5.1,26,5.4,11.4,1.2,1.32,38.248076
POL,2002,27.7,14.4,16,3.1,25.4,7.5,0,15.16,5,16,5.3,10.6,1.2,1.25,38.232301
POL,2003,27.9,15.8,17.2,3.3,25.5,7,0,14.5,5.1,16,5,10.5,1.3,1.22,38.195177
POL,2004,28,17.1,18,2.6,24.1,6.8,0,13.76,5,16,4.9,11,1.5,1.23,38.180249
POL,2005,28.2,18.5,19.8,1.7,20.1,6.4,0,13.47,5.4,16,4.5,12,1.8,1.24,38.161313
POL,2006,28.3,18.9,21,3.8,20.7,6,0,13.88,5.9,16,4.3,12.7,1.9,1.27,38.132277
POL,2007,28.4,19.5,22.9,2.5,18.3,6,0,14.74,6.5,18,4.3,13,1.7,1.31,38.115967
POL,2008,28.5,19.9,23,2.4,15.6,5.6,0,16.22,6.8,18,3.9,13.9,1.7,1.39,38.115909
POL,2009,28.6,20.2,20.4,3.6,16.4,5.6,0,16.25,6.6,20,4,13.3,1.7,1.4,38.153389
POL,2010,28.8,20.6,19.1,3.6,17.6,5,1,15.26,6,22,3.5,12.7,1.6,1.38,38.516689
POL,2011,28.9,21.2,19.8,3.9,18.6,4.7,1,13.97,5.4,22,3.2,13.3,1.7,1.3,38.52567
POL,2012,28.9,22.3,20.1,3.9,18.9,4.6,2,14.2,5.4,24,3.3,13.2,1.7,1.3,38.533789
POL,2013,29,23.4,19.9,3.5,20.2,4.6,2,13.7,4.7,52,3.1,13.2,1.7,1.26,38.502396
POL,2014,29.1,24.2,21.3,4,19.2,4.2,2,13.11,5,52,2.9,13,1.7,1.29,38.483957
POL,2015,29.2,24.6,20.2,5.2,18.5,4,2,12.31,5,52,2.9,12.6,1.8,1.29,38.454576
POL,2016,29.4,25,20.4,5.6,18,4,2,11.95,5.1,52,2.9,12.9,1.7,1.36,38.426809
POL,2017,29.5,24.1,20.4,2.9,15.9,4,2,10.96,5.1,52,2.8,13.3,1.7,1.45,38.422346
POL,2018,29.6,26.4,20.3,3.5,14.5,3.8,2,10.3,5.1,52,2.8,13.2,1.7,1.44,38.413139
POL,2019,29.7,25.4,20.2,3.1,14,NA,2,9.4,4.8,52,NA,14.2,1.7,1.42,38.386476
POL,2020,29.8,26.4,19.8,2.8,15.4,NA,2,8.15,3.8,52,NA,14.4,1.4,1.38,38.354173
HUN,2000,27.3,29,17.8,8.6,22,9.2,0,23.3,4.7,160,6.2,13.1,2.3,1.33,10.210965
HUN,2001,27.6,30.3,16.5,8.3,20,8.1,0,21.82,4.3,160,5.3,13.2,2.4,1.31,10.187578
HUN,2002,27.8,31.4,16.2,8,20.5,7.2,1,21.35,4.5,160,5.2,13.1,2.5,1.31,10.15861
HUN,2003,28,32.3,16.8,6.8,19.9,7.3,1,20.56,4.5,160,4.7,12.5,2.5,1.28,10.129554
HUN,2004,28.2,34,15.3,6.2,18.6,6.6,1,20.72,4.3,160,4.4,12.4,2.4,1.28,10.10714
HUN,2006,28.7,35.6,15.8,6,18.5,5.7,1,19.74,4.4,160,3.7,12.8,2.5,1.35,10.071374
HUN,2007,28.8,37.5,15.1,5,16.9,5.9,1,19.39,4.1,160,3.9,13,2.5,1.32,10.055778
HUN,2008,28.9,39.5,14.1,5.7,18.4,5.6,1,20.05,4,160,3.8,12.4,2.5,1.35,10.038186
HUN,2009,29.1,40.8,12.1,5.6,20.9,5.1,1,19.48,3.7,160,3.4,11.1,2.4,1.33,10.022647
CZE,2001,26.6,23.5,NA,6.8,18.1,4,0,11.48,5.1,162,2.3,16.6,3.1,1.15,10.224192
CZE,2002,26.6,25.3,22.85,6,18.1,4.1,0,11.58,5.2,162,2.7,17.1,3.1,1.17,10.200774
CZE,2003,26.5,28.5,24.1,5.8,18,3.9,0,11.43,4.8,162,2.4,17.1,3.8,1.18,10.201651
CZE,2004,26.5,30.6,24.4,5.7,18.5,3.7,0,11.39,5,162,2.3,16.4,3.2,1.23,10.206923
CZE,2005,26.5,31.7,23.9,5.3,16.6,3.4,0,10.98,5.1,162,2,17,3.1,1.28,10.234092
CZE,2006,26.5,33.3,24.3,4.5,14.1,3.3,0,11,5.2,162,2.3,16.9,3.1,1.33,10.266646
CZE,2007,26.4,34.5,25.1,2.9,11,3.1,0,11.21,5.5,162,2.1,17.5,3,1.44,10.322689
CZE,2008,26.3,36.3,25.3,2.7,10.6,2.8,0,11.58,5.1,110,1.8,17.8,3,1.5,10.429692
CZE,2009,26.5,38.8,22.8,3.5,13.1,2.9,0,11.87,4.6,110,1.6,17.1,2.8,1.49,10.491492
CZE,2010,26.5,40.3,23.2,3.8,13.6,2.7,0,11.52,4.5,110,1.7,17.2,2.9,1.49,10.517247
CZE,2011,26.6,41.8,24,3.7,12.8,2.7,0,11.2,4.3,110,1.7,16.8,2.7,1.43,10.496672
CZE,2012,26.5,43.4,23.3,4,13.4,2.6,0,11.91,4.3,110,1.6,16.4,2.5,1.45,10.509286
CZE,2013,26.7,45,23,3.2,14.2,2.5,0,11.67,4.1,110,1.4,16.1,2.7,1.46,10.510719
CZE,2014,26.8,46.7,23.3,3.2,12.3,2.4,0,11.87,4.3,110,1.6,16.3,2.5,1.53,10.524783
CZE,2015,27.1,47.8,23.1,3,11.6,2.5,0,11.61,4.6,110,1.5,15.5,2.5,1.57,10.542942
CZE,2016,27.2,48.6,22.6,2.1,11.3,2.8,0,11.75,4.8,110,1.7,14.9,2.4,1.63,10.565284
CZE,2017,27.4,49,22.3,2,10.5,2.7,0,11.81,5,110,1.8,14.7,2.4,1.69,10.589526
FRA,2001,29.3,44.7,21.6,6.6,17.1,4.6,0,12.73,4.8,16,3,13.2,1.9,1.88,61.163237
FRA,2002,29.4,45.2,20,6.8,17.6,4.2,2,12.04,4.6,16,2.7,12.5,1.9,1.86,61.60455
FRA,2003,29.5,46.2,23.7,5.4,16.7,4.2,2,11.66,4.6,16,2.8,11.8,2.1,1.87,62.037544
FRA,2004,29.6,47.4,21.5,5.4,18.8,4,2,11.68,4.5,42,2.7,11.4,2.2,1.9,62.4908
FRA,2005,29.7,48.4,21.6,6.3,17.8,3.8,2,11.51,4.5,42,2.5,10.9,2.5,1.92,62.958328
FRA,2006,29.7,50.5,21,7,19,3.8,2,11.53,4.3,42,2.5,10.4,2.2,1.98,63.393406
FRA,2007,29.8,51.7,20.7,6.3,17.9,3.8,2,11.37,4.3,42,2.5,9.6,2.1,1.95,63.781275
FRA,2008,29.8,52.6,20.2,5.8,16.6,3.8,2,11.5,4.1,42,2.6,9.4,2.1,1.99,64.133174
FRA,2009,29.9,53.7,18.1,6.8,20,3.9,2,11.12,3.9,42,2.6,8.6,2,1.99,64.458715
FRA,2010,30,55,18.5,7.9,20.6,3.6,2,11.06,3.9,42,2.5,8.7,2.1,2.02,64.773169
FRA,2011,30,55.8,18.3,7.1,20.3,3.5,2,10.7,3.6,42,2.3,8.7,2,2,65.087317
FRA,2012,30.1,56.7,17.9,6.9,20.1,3.5,2,10.72,3.7,42,2.4,8.2,2,1.99,65.402998
FRA,2013,30.2,57.2,16.7,7.8,19.4,3.6,2,10.05,3.6,42,2.5,7.6,1.9,1.97,65.735961
FRA,2014,30.3,58.5,15.9,7.9,18.4,3.5,28,9.88,3.6,42,2.4,6.8,1.9,1.97,66.276671
FRA,2015,30.4,59.1,15.6,7.4,20.9,3.7,28,9.19,3.6,42,2.6,6.5,1.9,1.93,66.512558
FRA,2016,30.5,59.7,15.7,7.3,21.9,3.7,28,8.54,3.5,42,2.6,6.7,1.9,1.89,66.688563
FRA,2017,30.6,59.9,15.8,7.2,20.7,3.9,28,7.99,3.5,42,2.8,7.2,NA,1.86,66.883314
FRA,2018,30.6,60.4,16,6.8,20.3,3.8,28,7.65,3.5,42,2.7,6.9,NA,1.84,67.125071
FRA,2019,30.7,61,15.2,6.5,19.5,3.8,28,7.5,NA,42,NA,6.4,NA,1.83,67.35605
NLD,2000,30.3,24.9,37,NA,NA,5.1,0,7.36,5.5,16,NA,18.5,2.2,1.72,15.925505
NLD,2015,31.2,49.8,27.4,3.6,8.8,3.3,0.4,3.19,3.8,16,2.5,9.8,2,1.66,16.939925
NLD,2016,31.3,50.4,27.6,3.7,8.5,3.5,0.4,2.98,3.8,16,2.6,9.5,2,1.66,17.030314
NLD,2017,31.4,51,27,3.5,7.7,3.6,0.4,2.77,3.8,16,2.7,9.1,1.9,1.62,17.131295
NLD,2018,31.5,51.9,26.8,3.3,7.7,3.5,0.4,2.58,3.7,16,2.5,8.8,1.8,1.59,17.231622
IRL,1990,29.9,14.6,41.32,NA,NA,8.2,0,16.54,5.1,14,4.8,30.9,NA,2.12,3.5058
IRL,1991,29.9,16.9,39.52,NA,NA,7.6,0,17.17,4.9,14,5,29.6,NA,2.09,3.5257
IRL,1992,30,18,37.33,NA,NA,6.5,0,16.86,4.7,14,4.3,27.1,NA,1.99,3.5545
IRL,1993,30.1,19.9,35.58,NA,NA,6.1,0,16.17,4.7,14,4,25.3,NA,1.91,3.5741
IRL,1994,30.1,20.8,35.94,NA,NA,5.7,0,14.93,4.6,14,4,25.9,NA,1.85,3.5859
IRL,1995,30.2,22.3,41.5,NA,NA,6.4,0,14.98,4.3,14,4.7,25.2,NA,1.85,3.6013
IRL,1996,30.2,25.3,39.5,NA,NA,6,0,16.64,4.4,14,4.1,23.3,NA,1.89,3.626087
IRL,1997,30.3,26.8,37.4,NA,NA,6.1,0,17.41,4.3,14,3.5,23.1,0,1.94,3.664313
IRL,1998,30.3,28.7,38.3,NA,NA,5.9,0,19.31,4.5,14,4.3,22.8,0.4,1.95,3.703082
DEU,1997,NA,18,28.5,5,18.4,4.9,0,NA,5.2,109.3,2.9,16.8,2.3,1.37,82.034775
DEU,1999,NA,22.1,29.4,4.5,16.7,4.5,0,NA,5.2,109.3,2.9,15.4,2.3,1.36,82.100243
DEU,2000,28.8,23.4,29,5.7,16.9,4.4,0,12.94,5.1,109.3,2.7,14.8,2.4,1.38,82.211501
DEU,2001,28.9,25,28.1,5.1,16.4,4.3,0,12.94,4.7,58,2.7,14.1,2.4,1.35,82.349926
DEU,2002,29,26.1,26.5,4.7,15.9,4.2,0,12.31,4.6,58,2.8,12.9,2.5,1.34,82.488493
DEU,2003,29.2,27,24.5,4.7,15.6,4.2,0,11.57,4.6,58,2.7,11.7,2.6,1.34,82.534175
DEU,2004,29.4,27.9,26,3.6,17.5,4.1,0,10.89,4.8,58,2.7,11.6,2.6,1.36,82.516268
DEU,2005,29.5,29.2,26.3,4.4,18.7,3.9,0,10.57,4.7,58,2.5,11.8,2.4,1.34,82.469421
ITA,2015,31.7,30,27.5,11.4,33.9,2.9,0.2,5.13,3.2,47.7,2,18.3,1.4,1.36,60.229599
ITA,2017,31.9,32.8,28.1,10.2,30.1,2.7,0.4,4.34,3.2,47.7,2,18.2,1.5,1.34,60.002254
LUX,1990,28.4,12.8,41,NA,NA,7.3,0.4,13.81,6.1,16,4.3,35,2,1.62,0.381857
LUX,1991,28.4,12.2,40.92,NA,NA,9.2,0.4,13.16,6.7,16,5,33.8,2,1.6,0.386999
LUX,1992,28.6,12.7,37.05,NA,NA,8.5,0.4,12.17,6.4,16,4.1,30.1,1.8,1.67,0.392171
LUX,1993,28.5,12.9,39.48,NA,NA,6,0.4,13.12,6,16,3.4,31.8,1.9,1.69,0.397481
LUX,1994,28.7,12.7,38.23,NA,NA,5.3,0.4,11.64,5.8,16,3.3,30,1.7,1.72,0.402921
LUX,1995,28.9,13.1,38.2,NA,NA,5.5,0.4,10.56,5.1,16,3.5,32.1,1.8,1.67,0.408625
LUX,1996,29.2,15,40.3,NA,NA,4.9,0.4,9.9,5.1,16,2.8,30.8,2,1.76,0.414228
LUX,1997,29.2,16.8,38,5.6,10.3,4.2,0.4,9.14,4.8,16,2.2,28.9,2.4,1.71,0.41944
